Temperatura Servicio,vajilla,descripcion,maridaje,graduacion,lupulo_afrutado_citrico,lupulo_floral_herbal,amargor,color,maltoso,licoroso,afrutado,especias,acidez
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Cerveza de color dorado brillante que parte de una selección de maltas y lúpulo especialmente amargos y su proceso de cocción, fermentación y maduración transcurre a lo largo de 20 días.","Pescados, hamburguesas y ensaladas.",5.5,,0.8,2.5,0.5,0.5,1,1.3,,
4-6º,tulip,"Esta cerveza se elabora a partir de una cuidada selección de maltas tostadas y lúpulos selectos de las variedades “Perle Hallertau”, que le ofrecen un aroma, color y sabor característico que se mantiene durante todo el consumo de la cerveza.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,,0.8,2.1,0.8,1.2,1.2,0.5,,
4-6º,tulip,"Esta cerveza se elabora a partir de una cuidada selección de maltas tostadas y lúpulos selectos de las variedades “Perle Hallertau”, que le ofrecen un aroma, color y sabor característico que se mantiene durante todo el consumo de la cerveza.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,,0.8,2.1,0.8,1.2,1.2,0.5,,
4-6º,tulip,"Esta cerveza se elabora a partir de una cuidada selección de maltas tostadas y lúpulos selectos de las variedades “Perle Hallertau”, que le ofrecen un aroma, color y sabor característico que se mantiene durante todo el consumo de la cerveza.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,,0.8,2.1,0.8,1.2,1.2,0.5,,
4-6º,tulip,"Esta cerveza se elabora a partir de una cuidada selección de maltas tostadas y lúpulos selectos de las variedades “Perle Hallertau”, que le ofrecen un aroma, color y sabor característico que se mantiene durante todo el consumo de la cerveza.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,,0.8,2.1,0.8,1.2,1.2,0.5,,
4-6º,tulip,"Esta cerveza se elabora a partir de una cuidada selección de maltas tostadas y lúpulos selectos de las variedades “Perle Hallertau”, que le ofrecen un aroma, color y sabor característico que se mantiene durante todo el consumo de la cerveza.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,,0.8,2.1,0.8,1.2,1.2,0.5,,
4-6º,tulip,"Esta cerveza se elabora a partir de una cuidada selección de maltas tostadas y lúpulos selectos de las variedades “Perle Hallertau”, que le ofrecen un aroma, color y sabor característico que se mantiene durante todo el consumo de la cerveza.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,,0.8,2.1,0.8,1.2,1.2,0.5,,
4-6º,tulip,"Esta cerveza se elabora a partir de una cuidada selección de maltas tostadas y lúpulos selectos de las variedades “Perle Hallertau”, que le ofrecen un aroma, color y sabor característico que se mantiene durante todo el consumo de la cerveza.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,,0.8,2.1,0.8,1.2,1.2,0.5,,
6-8º,pint,"Una cerveza de tipo Pale Ale muy ligera y refrescante con cierto aroma a lúpulos florales un ligero retrogusto a cítricos. Se elabora con diferentes variedades de lúpulos, predominando el lúpulo de león y con una las mejores aguas del mundo, la de Madrid.",Quesos azules.,4.5,1.2,1.7,2.1,1.1,0.9,0.5,0.4,0.7,
4-6º,weizen-weissbier,"Cerveza artesanal de trigo, de estilo Weizenbier, de cuerpo ligero y suave, notas en sabor y aroma a vainilla y plátano, con final refrescante. Color turbio y pálido, propia de las cervezas de trigo.",Comidas picantes y postres afrutados.,4.5,0.4,0.9,2.1,0.7,,0.5,1.3,1.9,
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,tulip,"Se produce con ingredientes 100% naturales, con cebada sólo de variedades puras y malteada en nuestra propia maltería. La doble cantidad de malta, le confiere más aroma, más sabor y más cuerpo.","Pizza, cerdo, costillas y embutidos.",7.2,,0.7,2.8,1,1.2,2.7,0.8,,0.3
4-6º,pint,"Mezcla equilibrada de cerveza y zumos naturales. El resultado es una bebida muy refrescante, con sabor agradable, sabores cítricos, dulzor equilibrado y fácil de beber.","Comida mexicana, india, china etc.",2,,,1.1,0.4,,,2.4,,0.5
4-6º,pint,"Mezcla equilibrada de cerveza y zumos naturales. El resultado es una bebida muy refrescante, con sabor agradable, sabores cítricos, dulzor equilibrado y fácil de beber.","Comida mexicana, india, china etc.",2,,,1.1,0.4,,,2.4,,0.5
4-6º,pint,"Mezcla equilibrada de cerveza y zumos naturales. El resultado es una bebida muy refrescante, con sabor agradable, sabores cítricos, dulzor equilibrado y fácil de beber.","Comida mexicana, india, china etc.",2,,,1.1,0.4,,,2.4,,0.5
4-6º,pint,"Mezcla equilibrada de cerveza y zumos naturales. El resultado es una bebida muy refrescante, con sabor agradable, sabores cítricos, dulzor equilibrado y fácil de beber.","Comida mexicana, india, china etc.",2,,,1.1,0.4,,,2.4,,0.5
4-6º,pint,"Mezcla equilibrada de cerveza y zumos naturales. El resultado es una bebida muy refrescante, con sabor agradable, sabores cítricos, dulzor equilibrado y fácil de beber.","Comida mexicana, india, china etc.",2,,,1.1,0.4,,,2.4,,0.5
4-6º,pint,"Mezcla equilibrada de cerveza y zumos naturales. El resultado es una bebida muy refrescante, con sabor agradable, sabores cítricos, dulzor equilibrado y fácil de beber.","Comida mexicana, india, china etc.",2,,,1.1,0.4,,,2.4,,0.5
4-6º,pilsner,"Color dorado, con suave aroma a lúpulo y afrutada, convierte lo habitual en excepcional. Por su frescura, además, es la mejor alternativa en los días y noches de calor, así como la cerveza para compartir de fiesta.",Pescados a la plancha o marinados.,5.2,,0.7,2.3,0.4,0.2,1,0.8,,
4-6º,pint,La cerveza con limón de la gama Buckler.,"Mariscos cocidos, pescados no muy grasos al horno.",,,,1.2,0.3,,,2.7,,1.5
4-6º,pint,La cerveza con limón de la gama Buckler.,"Mariscos cocidos, pescados no muy grasos al horno.",,,,1.2,0.3,,,2.7,,1.5
4-6º,pint,La cerveza con limón de la gama Buckler.,"Mariscos cocidos, pescados no muy grasos al horno.",,,,1.2,0.3,,,2.7,,1.5
10-14º,snifter,"Cerveza negra de alta graduación robusta, densa y compleja. Para los cerveceros más experimentados.",Postres con chocolate.,11,,,0.8,5,2.3,2.5,,,0.5
4-6º,pint,"Una cerveza que sorprende por su combinación refrescante de cerveza y limón. Ideal para tomar muy fría, incluso se puede servir con hielo, un refresco.","Comida mexicana, india, china etc.",0.9,0.5,0.5,0.8,0.3,,,2.4,,1.3
4-6º,pint,"Una cerveza que sorprende por su combinación refrescante de cerveza y limón. Ideal para tomar muy fría, incluso se puede servir con hielo, un refresco.","Comida mexicana, india, china etc.",0.9,0.5,0.5,0.8,0.3,,,2.4,,1.3
4-6º,pint,"Una cerveza que sorprende por su combinación refrescante de cerveza y limón. Ideal para tomar muy fría, incluso se puede servir con hielo, un refresco.","Comida mexicana, india, china etc.",0.9,0.5,0.5,0.8,0.3,,,2.4,,1.3
4-6º,pint,"Una cerveza que sorprende por su combinación refrescante de cerveza y limón. Ideal para tomar muy fría, incluso se puede servir con hielo, un refresco.","Comida mexicana, india, china etc.",0.9,0.5,0.5,0.8,0.3,,,2.4,,1.3
4-6º,pint,"Una cerveza que sorprende por su combinación refrescante de cerveza y limón. Ideal para tomar muy fría, incluso se puede servir con hielo, un refresco.","Comida mexicana, india, china etc.",0.9,0.5,0.5,0.8,0.3,,,2.4,,1.3
4-6º,pint,"Una cerveza que sorprende por su combinación refrescante de cerveza y limón. Ideal para tomar muy fría, incluso se puede servir con hielo, un refresco.","Comida mexicana, india, china etc.",0.9,0.5,0.5,0.8,0.3,,,2.4,,1.3
4-6º,pint,"Una cerveza que sorprende por su combinación refrescante de cerveza y limón. Ideal para tomar muy fría, incluso se puede servir con hielo, un refresco.","Comida mexicana, india, china etc.",0.9,0.5,0.5,0.8,0.3,,,2.4,,1.3
4-6º,pint,Cerveza sin alcohol con limón.,"Comida mexicana, india, china etc.",,,,1.2,0.3,0.4,,2.6,,1.1
4-6º,pint,Cerveza sin alcohol con limón.,"Comida mexicana, india, china etc.",,,,1.2,0.3,0.4,,2.6,,1.1
4-6º,pint,Cerveza sin alcohol con limón.,"Comida mexicana, india, china etc.",,,,1.2,0.3,0.4,,2.6,,1.1
4-6º,weizen-weissbier,"Una receta digna de llevar la marca Heineken. Por supuesto, manteniendo sus reconocibles señas de identidad desde 1873: ingredientes 100% naturales y su propia levadura Tipo A.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",,,0.4,1.9,0.4,1.5,,1.2,,0.3
4-6º,weizen-weissbier,"Una receta digna de llevar la marca Heineken. Por supuesto, manteniendo sus reconocibles señas de identidad desde 1873: ingredientes 100% naturales y su propia levadura Tipo A.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",,,0.4,1.9,0.4,1.5,,1.2,,0.3
4-6º,weizen-weissbier,"Una receta digna de llevar la marca Heineken. Por supuesto, manteniendo sus reconocibles señas de identidad desde 1873: ingredientes 100% naturales y su propia levadura Tipo A.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",,,0.4,1.9,0.4,1.5,,1.2,,0.3
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
4-6º,weizen-weissbier,"Cerveza de color amarillo claro y brillante, con una espuma blanca intensa, cremosa y persistente en el vaso. Su aroma frutal a plátano, procedente de su fermentación lenta a baja temperatura, perdura el consumo final mezclándose con el ligero sabor dulce de la malta Pilsen y su amargor suave.","Carne blanca con pimientos y/o quesos magros, encurtidos, escabeches y verduras.",5,,0.7,2.2,0.4,0.5,1,1.6,,
